AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A675344,,2014-03-28 15:04:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie
A679577,,2014-08-08 12:26:00,Adoption,Foster,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White
A687585,Deacon,2014-09-13 15:24:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor
A699729,Onyx,2015-04-13 15:09:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A676156,Beetle,2014-04-14 16:45:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A709990,Felipe,2015-08-26 13:16:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White
A697885,Stacey,2015-03-14 18:00:00,Adoption,,Dog,Spayed Female,7 months,Pit Bull Mix,Blue/White
A688408,Lulu,2015-01-07 11:50:00,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A716055,,2015-11-13 15:26:00,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Lilac Point
A718660,Mantequilla,2016-01-16 00:00:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,White
A671185,,2014-01-21 15:24:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black
A716498,,2015-11-20 15:28:00,Transfer,Partner,Dog,Intact Male,1 week,German Shepherd Mix,Sable
A695293,Oso,2015-01-17 17:54:00,Return_to_owner,,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A695494,Princess,2015-01-23 15:38:00,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan
A685077,Rascal,2014-08-13 17:46:00,Adoption,,Dog,Neutered Male,8 months,Jack Russell Terrier/Italian Greyhound,Brown Brindle/White
A663269,Toonchi,2013-10-05 15:26:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A713749,Sherlock,2015-10-21 12:56:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A717621,Lily,2016-01-05 13:20:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black
A674198,Bella,2014-03-11 14:41:00,Return_to_owner,,Dog,Spayed Female,6 years,Miniature Schnauzer/Miniature Poodle,Black/White
A705790,,2015-06-21 16:53:00,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby
A664027,Tessa,2013-10-10 12:04:00,Euthanasia,Behavior,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown
A672054,,2014-02-04 13:56:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A680714,Penelope Ros,2014-07-12 10:30:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Orange Tabby
A665068,Milo,2013-10-20 13:08:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Blue Merle
A655329,Frisco,2013-11-15 16:24:00,Transfer,Partner,Dog,Neutered Male,11 months,Jack Russell Terrier Mix,White/Tan
A674565,Toast,2014-03-17 11:30:00,Transfer,Partner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby
A711580,Tom,2015-10-24 15:03:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A672676,Rocky,2014-03-01 18:15:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Chocolate
A680472,Porsche,2014-07-22 17:25:00,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,White/Blue
A678587,,2014-05-10 17:44:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue
A670453,Jordan,2014-04-24 18:02:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A708159,Scoot,2015-07-27 13:50:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A671053,Polo,2014-01-21 18:36:00,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Blue
A679503,,2014-05-22 19:17:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Medium Hair Mix,Black/White
A700528,Booboo,2015-04-15 12:36:00,Euthanasia,Suffering,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Sable
A717981,Cocoa,2016-01-18 19:15:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A691788,George,2014-11-14 14:25:00,Transfer,Partner,Cat,Neutered Male,4 years,Siamese Mix,Seal Point
A676151,Tony,2014-04-29 17:16:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A705290,Cinnamon,2015-06-29 18:04:00,Adoption,,Dog,Spayed Female,6 months,Staffordshire Mix,Brown/White
A706725,,2015-07-03 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Ragdoll Mix,Lynx Point
A695779,Riley,2015-02-23 11:53:00,Adoption,Foster,Dog,Spayed Female,3 years,Siberian Husky,White/Black
A688387,Haley,2014-10-10 19:02:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A650209,Melo,2014-12-02 12:58:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A667150,Fara,2013-12-22 15:04:00,Adoption,,Dog,Spayed Female,7 years,Jack Russell Terrier/Beagle,White/Brown
A717891,,2015-12-22 18:54:00,Adoption,,Dog,Spayed Female,1 year,Dachshund Longhair Mix,Chocolate
A700300,,2015-04-11 17:39:00,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Blue
A663016,Sherman,2014-04-20 10:57:00,Transfer,Partner,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown
A698426,,2015-03-12 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Gray
A689872,Mason,2014-10-15 18:17:00,Adoption,,Dog,Neutered Male,3 months,Leonberger Mix,Brown/White
A705995,Sasha,2015-07-09 15:25:00,Euthanasia,Aggressive,Dog,Intact Female,5 years,American Bulldog Mix,White/Brown Brindle
A718799,Kennedy,2016-01-12 17:56:00,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Tan/Black
A668753,Bruce,2013-12-14 19:10:00,Adoption,,Cat,Neutered Male,10 months,Maine Coon Mix,Brown Tabby
A667093,Captain,2013-11-19 13:10:00,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A700412,,2015-04-15 12:57:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A700787,,2015-04-19 19:06:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A660220,Jade,2013-12-19 16:38:00,Adoption,Foster,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Poodle,Gray
A715673,Mia,2015-11-23 00:00:00,Transfer,Partner,Dog,Intact Female,4 years,Rhod Ridgeback Mix,Brown
A675828,Buttercup,2015-01-01 19:11:00,Adoption,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Fawn
A708335,Vernon,2015-07-30 18:46:00,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
A694831,Pillsbury,2015-01-11 16:58:00,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees Mix,Cream
A664395,Harry,2013-11-17 17:04:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A696791,Squirmy,2015-03-14 13:19:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby
A694565,,2015-01-02 14:09:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A682863,,2014-07-04 10:48:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Medium Hair Mix,White
A684450,,2014-07-24 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
A718267,Benji,2016-01-06 18:37:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow
A660630,Merriweather,2013-12-02 16:56:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A647098,Butch,2015-02-13 14:33:00,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Dogue De Bordeaux Mix,Red Merle/White
A718673,,2016-01-06 19:05:00,Return_to_owner,,Dog,Intact Male,10 months,Black/Tan Hound,Black/Tan
A678684,Freesia,2014-05-13 15:14:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Orange Tabby
A680520,Cookie,2014-07-03 15:42:00,Adoption,,Dog,Spayed Female,1 year,Catahoula/Pit Bull,Brown Merle/White
A701311,Sodapop,2015-05-25 13:52:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A710047,,2015-08-16 14:15:00,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Pink
A518937,Gwen,2015-11-17 13:30:00,Return_to_owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Chocolate
A696448,Pugsley,2015-02-05 10:43:00,Return_to_owner,,Dog,Spayed Female,12 years,Pug/Pomeranian,Brown/White
A666831,Sam,2013-11-11 15:50:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff
A709087,Pickles,2015-08-16 18:16:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby/White
A687609,Bullet,2014-09-09 17:38:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/German Shepherd,Black/White
A673600,Petey,2014-03-08 16:14:00,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,Brown/White
A683407,,2014-07-12 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A701769,Popcorn,2015-05-05 15:38:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby
A703973,,2015-06-04 17:05:00,Transfer,Partner,Dog,Neutered Male,1 year,Great Dane Mix,Blue
A670497,Rock,2015-05-18 11:33:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown Brindle
A697519,Sia,2015-03-18 15:16:00,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle
A683664,Leti,2014-08-24 17:21:00,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico/White
A668735,Greta,2014-03-11 11:01:00,Adoption,,Dog,Spayed Female,2 years,Jack Russell Terrier Mix,Tan/White
A708522,Kaiser,2015-08-08 12:04:00,Return_to_owner,,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Brown
A699872,,2015-04-03 16:46:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue
A689208,,2014-10-01 07:56:00,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Brown Tabby
A701748,Loki,2015-05-27 18:07:00,Adoption,Foster,Cat,Spayed Female,1 month,Siamese Mix,Seal Point
A664133,,2013-10-04 18:41:00,Adoption,,Dog,Neutered Male,2 years,Border Terrier/Miniature Schnauzer,Silver
A609643,Chico,2015-03-23 18:07:00,Return_to_owner,,Dog,Spayed Female,7 years,Rottweiler Mix,Buff
A709626,,2015-08-12 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue
A679970,,2014-06-08 17:46:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A692486,Dakota,2015-01-20 18:10:00,Transfer,Partner,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/White
A704317,Ruth,2015-06-30 18:32:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A707363,Xane,2015-09-12 18:12:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A705779,Shichiroji,2015-06-23 19:14:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A698287,Jimmy,2015-03-16 14:50:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/Black
A690690,Pinto,2014-10-24 13:17:00,Return_to_owner,,Dog,Neutered Male,9 years,Dalmatian Mix,White/Black
A711263,Bob,2015-10-24 18:18:00,Adoption,Foster,Dog,Neutered Male,1 month,Flat Coat Retriever/Papillon,Brown
A681554,Jerry,2014-07-20 15:33:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black
A673156,Mckitty,2014-02-20 17:34:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A707922,,2015-07-24 19:50:00,Transfer,Partner,Dog,Neutered Male,2 years,Skye Terrier Mix,Black
A699827,,2015-05-21 12:28:00,Euthanasia,Suffering,Dog,Intact Female,1 month,Shih Tzu,Black/White
A703611,,2015-07-18 19:50:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A684239,Blackie,2014-07-24 12:46:00,Transfer,Partner,Dog,Spayed Female,4 months,Pit Bull Mix,Black/White
A658141,,2013-12-14 08:49:00,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A688725,Emma,2014-09-26 14:22:00,Transfer,Partner,Dog,Intact Female,3 months,Pit Bull Mix,White
A684384,,2014-07-22 18:55:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A680213,,2014-05-31 11:31:00,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Fawn
A687641,,2014-09-08 16:40:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby/White
A669585,Juice,2013-12-30 07:44:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A666879,,2013-11-25 19:50:00,Died,In Kennel,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
A678499,Tiger,2014-11-16 12:17:00,Return_to_owner,,Dog,Neutered Male,1 year,Basset Hound,Tricolor
A716845,Mrs Cat,2015-12-02 12:27:00,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie
A710120,,2015-08-19 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A688747,,2014-09-23 13:23:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A670771,Chevy,2014-01-19 13:30:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Tricolor
A667240,Princess,2015-02-25 11:12:00,Died,At Vet,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A710770,,2015-09-01 13:47:00,Transfer,Partner,Dog,Unknown,1 weeks,Chihuahua Shorthair Mix,White/Brown
A719884,Hank,2016-02-08 13:26:00,Return_to_owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Blue Merle/White
A706132,Tris,2015-07-01 14:56:00,Adoption,,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black/Tan
A669806,Manchas,2013-12-29 17:58:00,Return_to_owner,,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor
A674894,Duke,2014-03-20 17:30:00,Return_to_owner,,Dog,Neutered Male,6 years,Standard Poodle Mix,White
A675515,,2014-05-23 15:06:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A671458,Shep,2014-02-03 13:07:00,Adoption,Foster,Dog,Neutered Male,5 years,German Shepherd,Brown/Black
A684589,Rascal,2014-07-30 14:48:00,Adoption,,Cat,Neutered Male,2 years,Snowshoe Mix,Seal Point/White
A704189,,2015-06-03 09:00:00,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A715219,Talisa,2015-11-17 00:00:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A676657,Kylie,2014-04-14 13:08:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico Point
A713523,Buster,2015-10-31 17:16:00,Return_to_owner,,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Chocolate
A704238,Beatrice,2015-06-07 12:02:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,Black/White
A681866,D. J.,2014-06-21 15:10:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
A706968,,2015-07-10 12:15:00,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
A707400,Chiquis,2015-07-21 11:43:00,Return_to_owner,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown/White
A700537,Luna,2015-04-19 17:44:00,Adoption,,Dog,Spayed Female,8 years,Pomeranian/Chihuahua Longhair,Buff
A698900,Kingston,2015-05-05 16:58:00,Adoption,,Dog,Neutered Male,1 year,Basenji/Australian Cattle Dog,White/Buff
A674130,Roy Jones,2014-07-13 13:27:00,Adoption,,Dog,Neutered Male,2 years,Finnish Spitz Mix,Red
A674260,Widow,2014-03-10 16:12:00,Return_to_owner,,Dog,Intact Female,4 years,Staffordshire Mix,Black/White
A703153,Pete,2015-05-26 11:53:00,Transfer,Partner,Dog,Neutered Male,7 months,German Shepherd Mix,White/Black
A690043,Jack,2014-11-30 14:52:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A700057,Carly,2015-04-16 13:58:00,Transfer,Partner,Dog,Spayed Female,3 years,Boxer Mix,Brown/White
A588707,Riley,2013-11-15 13:16:00,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A677365,Aragorn,2014-04-27 12:38:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A698816,,2015-03-22 18:07:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Dachshund,Tricolor
A718616,Jensie,2016-01-10 18:34:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Gold
A704671,Gigi,2015-08-01 18:22:00,Adoption,Foster,Dog,Spayed Female,1 month,Dachshund Wirehair/Miniature Poodle,Black/Tan
A697366,Pajuela,2015-02-27 18:25:00,Adoption,,Dog,Spayed Female,4 years,Border Collie Mix,White/Black
A668004,Norma Jean,2014-01-09 17:54:00,Transfer,Partner,Dog,Spayed Female,7 years,Pit Bull,Blue/White
A664045,Rudy,2013-10-05 19:20:00,Adoption,,Dog,Neutered Male,2 years,Affenpinscher Mix,Black/White
A708298,,2015-07-26 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A693779,Dahlia,2014-12-17 17:14:00,Return_to_owner,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A709263,Piper,2015-09-12 17:40:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A701744,Blaze,2015-05-05 18:01:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
A706224,,2015-06-27 12:05:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Longhair Mix,White
A608028,Pookie,2013-10-23 14:59:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A702370,Beamer,2016-02-10 13:41:00,Adoption,Foster,Dog,Neutered Male,9 years,Rat Terrier Mix,White/Black
A679946,,2014-06-01 17:38:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Yellow
A711544,Elvira,2015-10-04 17:50:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A694326,Harley,2015-01-03 17:41:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A687666,,2014-09-09 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby/White
A668351,Mars,2014-02-16 16:43:00,Adoption,Offsite,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A710006,Chunk,2015-11-30 00:00:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A705748,,2015-06-21 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A699215,Maggie,2015-03-28 13:10:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A652325,Tony,2013-10-27 13:54:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White
A674110,Buddy,2014-03-15 15:34:00,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Yellow
A667458,Chino,2015-03-25 13:24:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A713961,Tilly,2015-12-26 17:25:00,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Black/White
A707196,Frank,2015-07-22 12:06:00,Transfer,Partner,Dog,Neutered Male,12 years,Jack Russell Terrier Mix,White/Black
A717862,Monkey,2015-12-17 17:20:00,Return_to_owner,,Dog,Neutered Male,8 months,German Shepherd Mix,Brown/Black
A687304,Lil Bit,2014-09-20 13:40:00,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A693985,Max,2016-01-13 13:26:00,Transfer,Partner,Dog,Neutered Male,2 years,Basenji/Jack Russell Terrier,White/Brown
A713413,Chrissy,2015-10-08 14:37:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A719673,Maggie,2016-01-25 00:00:00,Transfer,Partner,Dog,Intact Female,8 months,Dachshund Longhair Mix,Red
A671557,Roscoe,2014-02-02 17:51:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Black/Brown
A716707,,2015-12-27 00:00:00,Transfer,Partner,Dog,Intact Male,2 months,Toy Poodle Mix,Tan/White
A708202,Baldr,2015-08-02 17:43:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
A666782,Jack Frost,2013-12-20 17:00:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Cream
A661772,Destiny,2014-01-26 14:27:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A713344,Nn,2015-11-22 12:28:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue
A682240,Elaine,2014-08-14 11:50:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A672163,Tito,2014-07-21 18:38:00,Adoption,,Dog,Neutered Male,1 year,Pembroke Welsh Corgi Mix,Tan/White
A669758,Theo,2014-04-09 14:59:00,Transfer,Partner,Dog,Neutered Male,9 months,Catahoula Mix,Black/Blue
A677922,Pierre,2014-05-04 18:52:00,Return_to_owner,,Dog,Neutered Male,8 months,Yorkshire Terrier Mix,Brown/Black
A672285,,2014-02-07 17:39:00,Return_to_owner,,Dog,Spayed Female,2 years,Beauceron Mix,Black/Brown
A673402,Big Boy,2014-02-23 16:36:00,Return_to_owner,,Dog,Neutered Male,5 years,Yorkshire Terrier Mix,Tan
A529881,Elvis,2013-10-26 13:27:00,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,White/Black
A673867,Thoth,2014-03-10 19:38:00,Adoption,Offsite,Dog,Neutered Male,1 year,Miniature Poodle Mix,White/Buff
A547803,Sheba,2013-10-15 13:29:00,Euthanasia,Suffering,Dog,Spayed Female,17 years,Cocker Spaniel,White/Brown
A673545,Scrapper,2014-05-23 19:14:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown Brindle/White
A693943,Rusty,2014-12-28 08:40:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Brown Merle
A710957,Bruce,2015-10-26 17:08:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A683324,Shanudie,2014-07-30 13:46:00,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Calico
A676051,Norma Jean,2014-04-12 12:08:00,Adoption,,Dog,Spayed Female,8 years,Cairn Terrier Mix,Tan
A684747,Lyle,2014-08-01 07:13:00,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Fawn/White
A664399,Beth,2013-11-09 13:42:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A707568,Cholo,2015-07-20 18:42:00,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A707124,Tripp,2015-07-13 12:29:00,Transfer,Partner,Dog,Neutered Male,2 years,Lhasa Apso Mix,Black/White
A686895,,2014-08-28 17:16:00,Transfer,Partner,Dog,Intact Male,9 months,Pit Bull Mix,Brown Brindle/White
A709373,Mojo,2015-08-08 12:04:00,Euthanasia,Suffering,Dog,Intact Male,4 years,Pit Bull Mix,Black/White
A690026,Fred,2014-10-17 11:21:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,White/Black
A683859,,2014-07-17 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,White
A697669,Buster,2015-05-27 17:21:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A670630,Sampson,2014-02-06 16:15:00,Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan
A661833,Geronimo,2013-10-24 18:17:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A697865,,2015-03-03 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A680045,,2014-06-02 17:41:00,Adoption,,Dog,Neutered Male,1 month,Plott Hound Mix,Brown Brindle/White
A695053,,2015-01-09 09:00:00,Transfer,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Black
A693454,Daisy,2014-12-14 14:04:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever/Boxer,Brown/White
A688349,Marlee,2014-09-24 15:29:00,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/Tan
A720506,Preciouso,2016-02-14 16:55:00,Return_to_owner,,Dog,Neutered Male,2 years,Chow Chow Mix,Brown
A698562,Monkey,2015-05-08 19:19:00,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever/Boxer,White/Cream
A678652,Alice,2014-05-19 14:32:00,Transfer,Partner,Cat,Intact Female,12 years,Domestic Shorthair Mix,Brown Tabby/White
A667072,,2013-11-16 16:20:00,Transfer,Partner,Dog,Spayed Female,1 year,Cocker Spaniel,Red
A676417,Bubbles,2014-04-13 12:20:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,White/Tan
A687965,Oliver,2014-10-31 18:29:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A700309,Orca,2015-07-03 12:43:00,Died,In Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A707322,Rocky,2015-08-16 19:19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A674520,,2014-03-14 14:09:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A680214,,2014-05-31 11:31:00,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Brown
A709965,Handsome,2015-08-22 16:12:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
